Ticker,SimFinId,Currency,Fiscal Year,Fiscal Period,Report Date,Publish Date,Restated Date,Shares (Basic),Shares (Diluted),Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Research & Development,Depreciation & Amortization,Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Abnormal Gains (Losses),Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Extraordinary Gains (Losses),Net Income,Net Income (Common)
PYPL,109664,USD,2018,FY,2018-12-31,2019-02-07,2021-02-05,1184000000.0,1203000000.0,15451000000.0,-5581000000.0,9870000000.0,-6093000000.0,-2855000000.0,-1831000000.0,,3777000000,182000000.0,,3959000000,-1583000000.0,2376000000,-319000000.0,2057000000,,2057000000,2057000000
PYPL,109664,USD,2019,FY,2019-12-31,2020-02-06,2022-02-03,1174000000.0,1188000000.0,17772000000.0,-6790000000.0,10982000000.0,-6812000000.0,-3112000000.0,-2085000000.0,,4170000000,279000000.0,,4449000000,-1451000000.0,2998000000,-539000000.0,2459000000,,2459000000,2459000000
PYPL,109664,USD,2020,FY,2020-12-31,2021-02-05,2022-02-03,1173000000.0,1187000000.0,21454000000.0,-7934000000.0,13520000000.0,-8351000000.0,-3931000000.0,-2642000000.0,,5169000000,1776000000.0,,6945000000,-1880000000.0,5065000000,-863000000.0,4202000000,,4202000000,4202000000
QCOM,85758,USD,2016,FY,2016-09-30,2016-11-02,2017-11-01,1484000000.0,1498000000.0,23554000000.0,-9749000000.0,13805000000.0,-7310000000.0,-2385000000.0,-5151000000.0,,6495000000,338000000.0,-297000000.0,6833000000,,6833000000,-1131000000.0,5702000000,,5705000000,5705000000
QCOM,85758,USD,2017,FY,2017-09-30,2017-11-01,2017-11-01,1477000000.0,1490000000.0,22291000000.0,-9792000000.0,12499000000.0,-9885000000.0,-2658000000.0,-5485000000.0,,2614000000,406000000.0,-494000000.0,3020000000,,3020000000,-555000000.0,2465000000,,2466000000,2466000000
QCOM,85758,USD,2018,FY,2018-09-30,2018-11-07,2020-11-04,1463000000.0,1463000000.0,22611000000.0,-10244000000.0,12367000000.0,-11746000000.0,-2986000000.0,-5625000000.0,,621000000,-229000000.0,-768000000.0,392000000,,392000000,-5356000000.0,-4964000000,,-4964000000,-4964000000
QCOM,85758,USD,2019,FY,2019-09-30,2019-11-06,2021-11-03,1210000000.0,1220000000.0,24273000000.0,-8599000000.0,15674000000.0,-8007000000.0,-2195000000.0,-5398000000.0,,7667000000,-186000000.0,-627000000.0,7481000000,,7481000000,-3095000000.0,4386000000,,4386000000,4386000000
QCOM,85758,USD,2020,FY,2020-09-30,2020-11-04,2021-11-03,1135000000.0,1149000000.0,23531000000.0,-9255000000.0,14276000000.0,-8021000000.0,-2074000000.0,-5975000000.0,,6255000000,-536000000.0,-602000000.0,5719000000,,5719000000,-521000000.0,5198000000,,5198000000,5198000000
QRVO,35151,USD,2016,FY,2017-03-31,2017-05-23,2019-05-17,127121000.0,127121000.0,3032574000.0,-1897062000.0,1135512000.0,-1047453000.0,-545588000.0,-470836000.0,,88059000,-60754000.0,-57667000.0,27305000,,27305000,-43863000.0,-16558000,,-16558000,-16558000
QRVO,35151,USD,2017,FY,2018-03-31,2018-05-21,2019-05-17,126946000.0,126946000.0,2973536000.0,-1826570000.0,1146966000.0,-1076684000.0,-527751000.0,-445103000.0,,70282000,-53137000.0,-52531000.0,17145000,,17145000,-57433000.0,-40288000,,-40288000,-40288000
QRVO,35151,USD,2018,FY,2019-03-31,2019-05-17,2021-05-24,124534000.0,127356000.0,3090325000.0,-1895142000.0,1195183000.0,-978717000.0,-476074000.0,-450482000.0,,216466000,-124674000.0,-43963000.0,91792000,,91792000,41333000.0,133125000,,133125000,133125000
QRVO,35151,USD,2019,FY,2020-03-31,2020-05-20,2021-05-24,117007000.0,119293000.0,3239141000.0,-1917378000.0,1321763000.0,-898547000.0,-343569000.0,-484414000.0,,423216000,-28127000.0,-60392000.0,395089000,,395089000,-60764000.0,334325000,,334325000,334325000
QRVO,35151,USD,2020,FY,2021-03-31,2021-05-24,2022-05-20,114034000.0,116016000.0,3239141000.0,-1917378000.0,1321763000.0,-898547000.0,-343569000.0,-484414000.0,,423216000,-28127000.0,-60392000.0,395089000,,395089000,-60764000.0,334325000,,334325000,334325000
RCL,403292,USD,2016,FY,2016-12-31,2017-02-23,2019-02-22,215393000.0,216316000.0,8496401000.0,-5015539000.0,3480862000.0,-2003657000.0,-1108742000.0,,-894915000.0,1477205000,-193817000.0,-286514000.0,1283388000,,1283388000,,1283388000,,1283388000,1283388000
RCL,403292,USD,2017,FY,2017-12-31,2018-02-21,2019-02-22,214617000.0,215694000.0,8777845000.0,-4896579000.0,3881266000.0,-2137210000.0,-1186016000.0,,-951194000.0,1744056000,-118923000.0,-269881000.0,1625133000,,1625133000,,1625133000,,1625133000,1625133000
RCL,403292,USD,2018,FY,2018-12-31,2019-02-22,2021-02-26,210570000.0,211554000.0,9493849000.0,-5262207000.0,4231642000.0,-2336841000.0,-1303144000.0,,-1033697000.0,1894801000,-79009000.0,-300872000.0,1815792000,,1815792000,,1815792000,,1811042000,1811042000
RCL,403292,USD,2019,FY,2019-12-31,2020-02-25,2022-03-01,209405000.0,209930000.0,10950661000.0,-6062765000.0,4887896000.0,-2805195000.0,-1559253000.0,,-1245942000.0,2082701000,-175101000.0,-381568000.0,1907600000,,1907600000,,1907600000,,1878887000,1878887000
RCL,403292,USD,2020,FY,2020-12-31,2021-02-26,2022-03-01,214335000.0,214335000.0,2208805000.0,-2765108000.0,-556303000.0,-2478874000.0,-1199620000.0,,-1279254000.0,-3035177000,-1173573000.0,-823202000.0,-4208750000,-1566380000.0,-5775130000,,-5775130000,,-5797462000,-5797462000
RE,741323,USD,2016,FY,2016-12-31,2017-03-01,2018-03-01,41329000.0,41628000.0,5761956000.0,,,-1529281000.0,-1188692000.0,,,4232675000,-36228000.0,-36228000.0,4196447000,-3096603000.0,1099844000,-103500000.0,996344000,,996344000,996344000
RE,741323,USD,2017,FY,2017-12-31,2018-03-01,2018-03-01,40595000.0,40843000.0,6473645000.0,,,-1684145000.0,-1303963000.0,,,4789500000,-31603000.0,-31603000.0,4757897000,-4352713000.0,405184000,63784000.0,468968000,,468968000,468968000
RE,741323,USD,2018,FY,2018-12-31,2019-03-01,2021-03-01,40388000.0,40586000.0,7504772000.0,,,-1945494000.0,-1519030000.0,,,5559278000,-31031000.0,-31031000.0,5528247000,-5770429000.0,-242182000,331223000.0,89041000,,89041000,89041000
RE,741323,USD,2019,FY,2019-12-31,2020-03-02,2021-03-01,40291000.0,40420000.0,8029926000.0,,,-2182251000.0,-1703726000.0,,,5847675000,-31693000.0,-31693000.0,5815982000,-4716995000.0,1098987000,-89526000.0,1009461000,,1009461000,1009461000
RE,741323,USD,2020,FY,2020-12-31,2021-02-04,2022-02-28,39656000.0,39734000.0,9322233000.0,,,-2419118000.0,,,,6903115000,-36323000.0,-36323000.0,6866792000,-6281443000.0,585349000,-71198000.0,514151000,,514151000,514151000
REGN,378206,USD,2016,FY,2016-12-31,2017-02-09,2019-02-07,104719000.0,116367000.0,4860400000.0,-299700000.0,4560700000.0,-3230000000.0,-1177700000.0,-2052300000.0,,1330700000,-900000.0,-7200000.0,1329800000,,1329800000,-434300000.0,895500000,,895500000,895500000
REGN,378206,USD,2017,FY,2017-12-31,2018-02-08,2019-02-07,106338000.0,115954000.0,5872200000.0,-397100000.0,5475100000.0,-3395500000.0,-1320400000.0,-2075100000.0,,2079600000,-1100000.0,-25100000.0,2078500000,,2078500000,-880000000.0,1198500000,,1198500000,1198500000
REGN,378206,USD,2018,FY,2018-12-31,2019-02-07,2021-02-08,107900000.0,114800000.0,5145600000.0,-417500000.0,4728100000.0,-2193700000.0,-1127200000.0,-1468800000.0,,2534400000,19100000.0,-28200000.0,2553500000,,2553500000,-109100000.0,2444400000,,2444400000,2444400000
REGN,378206,USD,2019,FY,2019-12-31,2020-02-07,2022-02-07,109200000.0,114600000.0,6557600000.0,-765100000.0,5792500000.0,-3582700000.0,-1341900000.0,-2450000000.0,,2209800000,219300000.0,-30200000.0,2429100000,,2429100000,-313300000.0,2115800000,,2115800000,2115800000
REGN,378206,USD,2020,FY,2020-12-31,2021-02-08,2022-02-07,107600000.0,115100000.0,8497100000.0,-1119900000.0,7377200000.0,-3800600000.0,-1346000000.0,-2735000000.0,,3576600000,233800000.0,-56900000.0,3810400000,,3810400000,-297200000.0,3513200000,,3513200000,3513200000
RHI,378208,USD,2016,FY,2016-12-31,2017-02-13,2017-02-13,127991000.0,128766000.0,5250399000.0,-3089723000.0,2160676000.0,-1607454000.0,-1606217000.0,,-1237000.0,553222000,888000.0,888000.0,554110000,,554110000,-210721000.0,343389000,,343389000,343389000
RHI,378208,USD,2017,FY,2017-12-31,2018-02-20,2018-02-20,124152000.0,124892000.0,5266789000.0,-3102977000.0,2163812000.0,-1648095000.0,-1646532000.0,,-1563000.0,515717000,1799000.0,1799000.0,517516000,,517516000,-226932000.0,290584000,,290584000,290584000
RHI,378208,USD,2018,FY,2018-12-31,2019-02-15,2021-02-12,120513000.0,121602000.0,5800271000.0,-3389259000.0,2411012000.0,-1812306000.0,-1810601000.0,,-1705000.0,598706000,-7104000.0,4382000.0,591602000,,591602000,-157314000.0,434288000,,434288000,434288000
RHI,378208,USD,2019,FY,2019-12-31,2020-02-14,2022-02-14,115656000.0,116411000.0,6074432000.0,-3549303000.0,2525129000.0,-1959656000.0,-1958295000.0,,-1361000.0,565473000,60042000.0,5125000.0,625515000,,625515000,-171082000.0,454433000,,454433000,454433000
RHI,378208,USD,2020,FY,2020-12-31,2021-02-12,2022-02-14,112729000.0,113318000.0,5109000000.0,-3096389000.0,2012611000.0,-1667260000.0,-1666041000.0,,-1219000.0,345351000,76531000.0,1343000.0,421882000,,421882000,-115606000.0,306276000,,306276000,306276000
RL,331016,USD,2016,FY,2017-03-31,2017-05-18,2018-05-23,85200000.0,85900000.0,6652800000.0,-3001700000.0,3651100000.0,-3171000000.0,-3171000000.0,,,480100000,-12600000.0,-5100000.0,467500000,-572400000.0,-104900000,5600000.0,-99300000,,-99300000,-99300000
RL,331016,USD,2017,FY,2018-03-31,2018-05-23,2018-05-23,82700000.0,82700000.0,6182300000.0,-2430600000.0,3751700000.0,-3095500000.0,-3095500000.0,,,656200000,-9000000.0,-5900000.0,647200000,-158000000.0,489200000,-326400000.0,162800000,,162800000,162800000
RL,331016,USD,2018,FY,2019-03-31,2019-05-16,2021-05-20,80600000.0,81700000.0,6313000000.0,-2427000000.0,3886000000.0,-3168300000.0,-3168300000.0,,,717700000,20700000.0,20100000.0,738400000,-155900000.0,582500000,-151600000.0,430900000,,430900000,430900000
RL,331016,USD,2019,FY,2020-03-31,2020-05-27,2022-05-24,75800000.0,77200000.0,6159800000.0,-2506500000.0,3653300000.0,-3237500000.0,-3237500000.0,,,415800000,9400000.0,16800000.0,425200000,-98800000.0,326400000,57900000.0,384300000,,384300000,384300000
RL,331016,USD,2020,FY,2021-03-31,2021-05-20,2022-05-24,73500000.0,73500000.0,4400800000.0,-1539400000.0,2861400000.0,-2638500000.0,-2638500000.0,,,222900000,-31200000.0,-38800000.0,191700000,-266500000.0,-74800000,-46300000.0,-121100000,,-121100000,-121100000
RMD,129653,USD,2017,FY,2017-06-30,2017-08-04,2018-08-17,141360000.0,142453000.0,2066737000.0,-864992000.0,1201745000.0,-763589000.0,-553968000.0,-163043000.0,-46578000.0,438156000,-7055000.0,-11151000.0,431101000,-12358000.0,418743000,-76459000.0,342284000,,342284000,342284000
RMD,129653,USD,2018,FY,2018-06-30,2018-08-17,2018-08-17,142764000.0,143987000.0,2340196000.0,-978032000.0,1362164000.0,-801901000.0,-600369000.0,-155149000.0,-46383000.0,560263000,-20519000.0,-11977000.0,539744000,-18432000.0,521312000,-205724000.0,315588000,,315588000,315588000
RMD,129653,USD,2019,FY,2019-06-30,2019-08-08,2021-08-17,143111000.0,144484000.0,2606572000.0,-1112501000.0,1494071000.0,-899284000.0,-645010000.0,-180651000.0,-32424000.0,594787000,-60416000.0,-33857000.0,534371000,-15524000.0,518847000,-114255000.0,404592000,,404592000,404592000
RMD,129653,USD,2020,FY,2020-06-30,2020-08-13,2021-08-17,144338000.0,145652000.0,2957013000.0,-1239227000.0,1717786000.0,-908127000.0,-676689000.0,-201946000.0,-30092000.0,809659000,-76571000.0,-39356000.0,733088000,,733088000,-111414000.0,621674000,,621674000,621674000
ROK,121874,USD,2016,FY,2016-09-30,2016-11-15,2018-11-09,130200000.0,131100000.0,5879500000.0,-3404000000.0,2475500000.0,-1461100000.0,-1467400000.0,,,1014400000,-71300000.0,-71300000.0,943100000,,943100000,-213400000.0,729700000,,729700000,729700000
ROK,121874,USD,2017,FY,2017-09-30,2017-11-15,2018-11-09,128400000.0,129900000.0,6311300000.0,-3687100000.0,2624200000.0,-1510600000.0,-1591500000.0,,,1113600000,-76200000.0,-76200000.0,1037400000,,1037400000,-211700000.0,825700000,,825700000,825700000
ROK,121874,USD,2018,FY,2018-09-30,2018-11-09,2020-11-10,125400000.0,126900000.0,6666000000.0,-3781100000.0,2884900000.0,-1571100000.0,-1587900000.0,,,1313800000,-73000000.0,-73000000.0,1240800000,90000000.0,1330800000,-795300000.0,535500000,,535500000,535500000
ROK,121874,USD,2019,FY,2019-09-30,2019-11-12,2021-11-09,118300000.0,119300000.0,6694800000.0,-3794700000.0,2900100000.0,-1538500000.0,-1538500000.0,,,1361600000,-92100000.0,-98200000.0,1269500000,-368500000.0,901000000,-205200000.0,695800000,,695800000,695800000
ROK,121874,USD,2020,FY,2020-09-30,2020-11-10,2021-11-09,115800000.0,116600000.0,6329800000.0,-3734600000.0,2595200000.0,-1479800000.0,-1479800000.0,,,1115400000,-133200000.0,-103500000.0,982200000,153900000.0,1136100000,-112900000.0,1023200000,,1023400000,1023400000
ROL,744726,USD,2016,FY,2016-12-31,2017-02-24,2019-03-01,491049000.0,491049000.0,1573477000.0,-772348000.0,801129000.0,-541430000.0,-490528000.0,,-50902000.0,259699000,160000.0,160000.0,259859000,777000.0,260636000,-93267000.0,167369000,,167369000,167369000
ROL,744726,USD,2017,FY,2017-12-31,2018-02-26,2020-02-28,490473000.0,490473000.0,1673957000.0,-819943000.0,854014000.0,-560013000.0,-503433000.0,,-56580000.0,294001000,259000.0,259000.0,294260000,242000.0,294502000,-115378000.0,179124000,,179124000,179124000
ROL,744726,USD,2018,FY,2018-12-31,2019-03-01,2021-02-26,490936500.0,490936500.0,1821565000.0,-894437000.0,927128000.0,-617490000.0,-550698000.0,,-66792000.0,309638000,220000.0,220000.0,309858000,875000.0,310733000,-79070000.0,231663000,,231663000,231663000
ROL,744726,USD,2019,FY,2019-12-31,2020-02-28,2022-02-25,491215500.0,491215500.0,2015477000.0,-993593000.0,1021884000.0,-704490000.0,-623379000.0,,-81111000.0,317394000,-56234000.0,-6917000.0,261160000,,261160000,-57813000.0,203347000,,203347000,203347000
ROL,744726,USD,2020,FY,2020-12-31,2021-02-26,2022-02-25,491604000.0,491604000.0,2161220000.0,-1048592000.0,1112628000.0,-744536000.0,-656207000.0,,-88329000.0,368092000,-13372000.0,-5082000.0,354720000,,354720000,-93896000.0,260824000,,260824000,260824000
ROP,119446,USD,2016,FY,2016-12-31,2017-02-27,2018-02-23,101291000.0,102464000.0,3789925000.0,-1457515000.0,2332410000.0,-1277847000.0,-1277847000.0,,,1054563000,-113040000.0,-111559000.0,941523000,-871000.0,940652000,-282007000.0,658645000,,658645000,658645000
ROP,119446,USD,2017,FY,2017-12-31,2018-02-23,2019-02-25,102168000.0,103522000.0,4607500000.0,-1742700000.0,2864800000.0,-1654600000.0,-1654600000.0,,,1210200000,-175500000.0,-180600000.0,1034700000,0.0,1034700000,-62900000.0,971800000,,971800000,971800000
ROP,119446,USD,2018,FY,2018-12-31,2019-02-25,2021-02-22,103200000.0,104400000.0,5191200000.0,-1911700000.0,3279500000.0,-1883100000.0,-1883100000.0,,,1396400000,-182100000.0,-182100000.0,1214300000,-15900000.0,1198400000,-254000000.0,944400000,,944400000,944400000
ROP,119446,USD,2019,FY,2019-12-31,2020-02-28,2022-02-22,103900000.0,105100000.0,4727700000.0,-1587600000.0,3140100000.0,-1811800000.0,-1811800000.0,,,1328300000,-191600000.0,-186200000.0,1136700000,920700000.0,2057400000,-417400000.0,1640000000,127900000.0,1767900000,1767900000
ROP,119446,USD,2020,FY,2020-12-31,2021-02-22,2022-02-22,104600000.0,105700000.0,4854200000.0,-1583400000.0,3270800000.0,-1997300000.0,-1997300000.0,,,1273500000,-222100000.0,-218500000.0,1051400000,,1051400000,-225900000.0,825500000,124200000.0,949700000,949700000
ROST,200092,USD,2016,FY,2017-01-31,2017-03-28,2018-04-03,392124000.0,394958000.0,12866757000.0,-9173705000.0,3693052000.0,-1890408000.0,-1890408000.0,,,1802644000,-16488000.0,-16488000.0,1786156000,,1786156000,-668502000.0,1117654000,,1117654000,1117654000
ROST,200092,USD,2017,FY,2018-01-31,2018-04-03,2018-04-03,381174000.0,384329000.0,14134732000.0,-10042638000.0,4092094000.0,-2043698000.0,-2043698000.0,,,2048396000,-7676000.0,-7676000.0,2040720000,,2040720000,-677967000.0,1362753000,,1362753000,1362753000
ROST,200092,USD,2018,FY,2019-01-31,2019-04-02,2021-03-30,369533000.0,372678000.0,14983541000.0,-10726277000.0,4257264000.0,-2216550000.0,-2216550000.0,,,2040714000,10162000.0,10162000.0,2050876000,,2050876000,-463419000.0,1587457000,,1587457000,1587457000
ROST,200092,USD,2019,FY,2020-01-31,2020-03-31,2022-03-29,358462000.0,361182000.0,16039073000.0,-11536187000.0,4502886000.0,-2356704000.0,-2356704000.0,,,2146182000,18106000.0,18106000.0,2164288000,,2164288000,-503360000.0,1660928000,,1660928000,1660928000
ROST,200092,USD,2020,FY,2021-01-31,2021-03-30,2022-03-29,352392000.0,354619000.0,12531565000.0,-9838574000.0,2692991000.0,-2503281000.0,-2503281000.0,,,189710000,-83413000.0,-83413000.0,106297000,,106297000,-20915000.0,85382000,,85382000,85382000
RSG,101495,USD,2016,FY,2016-12-31,2017-02-17,2017-02-17,343000000.0,344390000.0,9387700000.0,-5764000000.0,3623700000.0,-1960900000.0,-969800000.0,,-991100000.0,1662800000,-369300000.0,-370400000.0,1293500000,-327600000.0,965900000,-352700000.0,613200000,,612600000,612600000
RSG,101495,USD,2017,FY,2017-12-31,2018-02-09,2018-02-09,337100000.0,339000000.0,10041500000.0,-6214600000.0,3826900000.0,-2093700000.0,-1057400000.0,,-1036300000.0,1733200000,-358200000.0,-360900000.0,1375000000,-92900000.0,1282100000,-3100000.0,1279000000,,1278400000,1278400000
RSG,101495,USD,2018,FY,2018-12-31,2019-02-08,2021-02-23,326900000.0,328400000.0,10040900000.0,-6150000000.0,3890900000.0,-2092900000.0,-1059500000.0,,-1033400000.0,1798000000,-378800000.0,-382200000.0,1419200000,-98300000.0,1320900000,-283300000.0,1037600000,,1036900000,1036900000
RSG,101495,USD,2019,FY,2019-12-31,2020-02-14,2022-02-11,321100000.0,322000000.0,10299400000.0,-6298400000.0,4001000000.0,-2132400000.0,-1091900000.0,,-1040500000.0,1868600000,-379200000.0,-385600000.0,1489400000,-193600000.0,1295800000,-222000000.0,1073800000,,1073300000,1073300000
RSG,101495,USD,2020,FY,2020-12-31,2021-02-23,2022-02-11,319300000.0,319800000.0,10153600000.0,-6100500000.0,4053100000.0,-2128900000.0,-1053000000.0,,-1075900000.0,1924200000,-346300001.0,-350400000.0,1577899999,-435200000.0,1142699999,-173100000.0,969599999,,967199999,967199999
RTN,354596,USD,2016,FY,2016-12-31,2017-02-15,2018-02-14,296500000.0,296800000.0,24124000000.0,-17965000000.0,6159000000.0,-2864000000.0,-2864000000.0,,,3295000000,-210000000.0,-216000000.0,3085000000,,3085000000,-873000000.0,2212000000,1000000.0,2244000000,2244000000
RTN,354596,USD,2017,FY,2017-12-31,2018-02-14,2019-02-13,291100000.0,291400000.0,25348000000.0,-18340000000.0,7008000000.0,-2777000000.0,-2777000000.0,,,4231000000,-205000000.0,-184000000.0,4026000000,-913000000.0,3113000000,-1114000000.0,1999000000,2000000.0,2024000000,2024000000
RTN,354596,USD,2018,FY,2018-12-31,2019-02-13,2019-02-13,286500000.0,286800000.0,27058000000.0,-19573000000.0,7485000000.0,-2947000000.0,-2947000000.0,,,4538000000,-161000000.0,-153000000.0,4377000000,-1230000000.0,3147000000,-264000000.0,2883000000,-1000000.0,2909000000,2909000000
RTN,354596,USD,2019,FY,2019-12-31,2020-04-01,2020-04-01,280000000.0,280200000.0,29176000000.0,-21413000000.0,7763000000.0,-2989000000.0,-2989000000.0,,,4774000000,-100000000.0,-138000000.0,4674000000,-688000000.0,3986000000,-658000000.0,3328000000,1000000.0,3343000000,3343000000
SBAC,100897,USD,2016,FY,2016-12-31,2017-03-01,2017-03-01,124448000.0,125144000.0,1633125000.0,-420897000.0,1212228000.0,-824920000.0,-143349000.0,,-638189000.0,387308000,-300005000.0,-318243000.0,87303000,,87303000,-11065000.0,76238000,,76238000,76238000
SBAC,100897,USD,2017,FY,2017-12-31,2018-03-01,2018-03-01,119860000.0,121022000.0,1727674000.0,-446312000.0,1281362000.0,-822861000.0,-130697000.0,,-643100000.0,458501000,-341610000.0,-312412000.0,116891000,,116891000,-13237000.0,103654000,,103654000,103654000
SBAC,100897,USD,2018,FY,2018-12-31,2019-02-28,2021-02-25,114909000.0,116515000.0,1865695000.0,-468795000.0,1396900000.0,-852734000.0,-142526000.0,,-672113000.0,544166000,-492482000.0,-369486000.0,51684000,,51684000,-4233000.0,47451000,,47451000,47451000
SBAC,100897,USD,2019,FY,2019-12-31,2020-02-24,2022-03-01,112809000.0,114693000.0,2014645000.0,-493031000.0,1521614000.0,-938126000.0,-192717000.0,,-697078000.0,583488000,-373676000.0,-384536000.0,209812000,-22923000.0,186889000,-39605000.0,147284000,,146991000,146991000
SBAC,100897,USD,2020,FY,2020-12-31,2021-02-25,2022-03-01,111532000.0,113465000.0,2083138000.0,-476528000.0,1606610000.0,-972916000.0,-194267000.0,,-721970000.0,633694000,-611922000.0,-364893000.0,21772000,-39521000.0,-17749000,41796000.0,24047000,,24104000,24104000
SBUX,86689,USD,2016,FY,2016-09-30,2016-11-18,2018-11-16,1471600000.0,1486700000.0,21315900000.0,-8509000000.0,12806900000.0,-8953200000.0,-7473200000.0,,-980800000.0,3853700000,339500000.0,-81300000.0,4193200000,5400000.0,4198600000,-1379700000.0,2818900000,,2817700000,2817700000
SBUX,86689,USD,2017,FY,2017-09-30,2017-11-17,2018-11-16,1449500000.0,1461500000.0,22386800000.0,-9034300000.0,13352500000.0,-9455700000.0,-7944000000.0,,-1011400000.0,3896800000,480700000.0,-92500000.0,4377500000,-60000000.0,4317500000,-1432600000.0,2884900000,,2884700000,2884700000
SBUX,86689,USD,2018,FY,2018-09-30,2018-11-16,2020-11-12,1382700000.0,1394600000.0,24719500000.0,-7930700000.0,16788800000.0,-12982300000.0,-11180400000.0,,-1247000000.0,3806500000,322300000.0,-170300000.0,4128800000,1651200000.0,5780000000,-1262000000.0,4518000000,,4518300000,4518300000
SBUX,86689,USD,2019,FY,2019-09-30,2019-11-15,2021-11-19,1221200000.0,1233200000.0,26508600000.0,-8526900000.0,17981700000.0,-14066000000.0,-12317700000.0,,-1377300000.0,3915700000,63500000.0,-331000000.0,3979200000,487000000.0,4466200000,-871600000.0,3594600000,,3599200000,3599200000
SBUX,86689,USD,2020,FY,2020-09-30,2020-11-12,2021-11-19,1172800000.0,1181800000.0,23518000000.0,-7694900000.0,15823100000.0,-14305200000.0,-12443600000.0,,-1431300000.0,1517900000,-74800000.0,-437000000.0,1443100000,-278700000.0,1164400000,-239700000.0,924700000,,928300000,928300000
SEE,378213,USD,2016,FY,2016-12-31,2017-02-15,2018-02-21,194300000.0,197200000.0,4211300000.0,-2806400000.0,1404900000.0,-770700000.0,-755700000.0,,-15000000.0,634200000,-192600000.0,-191900000.0,441600000,-53700000.0,387900000,-95600000.0,292300000,194100000.0,486400000,486400000
SEE,378213,USD,2017,FY,2017-12-31,2018-02-21,2019-02-19,186900000.0,188900000.0,4461600000.0,-3049500000.0,1412100000.0,-828700000.0,-815600000.0,,-13100000.0,583400000,-178000000.0,-184200000.0,405400000,-12100000.0,393300000,-330500000.0,62800000,752100000.0,814900000,814900000
SEE,378213,USD,2018,FY,2018-12-31,2019-02-19,2021-02-25,159400000.0,160200000.0,4732700000.0,-3230600000.0,1502100000.0,-798000000.0,-782300000.0,,-15700000.0,704100000,-196000000.0,-177900000.0,508100000,-50300000.0,457800000,-307500000.0,150300000,42800000.0,193100000,193100000
SEE,378213,USD,2019,FY,2019-12-31,2020-03-02,2022-02-22,154300000.0,155200000.0,4791100000.0,-3226300000.0,1564800000.0,-942200000.0,-913300000.0,,-28900000.0,622600000,-208200000.0,-184100000.0,414400000,-44100000.0,370300000,-76600000.0,293700000,-30700000.0,263000000,263000000
SEE,378213,USD,2020,FY,2020-12-31,2021-02-25,2022-02-22,155200000.0,156000000.0,4903200000.0,-3293900000.0,1609300000.0,-811200000.0,-773700000.0,,-37500000.0,798100000,-161900000.0,-174400000.0,636200000,-10000000.0,626200000,-142100000.0,484100000,18800000.0,502900000,502900000
SHW,378215,USD,2016,FY,2016-12-31,2017-02-22,2019-02-22,275515809.0,283464258.0,11855602000.0,-5934344000.0,5921258000.0,-4178032000.0,-4140260000.0,,-25404000.0,1743226000,-137305000.0,-154088000.0,1605921000,-10688000.0,1595233000,-462530000.0,1132703000,0.0,1132703000,1132703000
SHW,378215,USD,2017,FY,2017-12-31,2018-02-23,2019-02-22,278725914.0,284781639.0,14983788000.0,-8264988000.0,6718800000.0,-5025270000.0,-4797641000.0,,-206764000.0,1693530000,-222198000.0,-263471000.0,1471332000,-2022000.0,1469310000,300178000.0,1769488000,-41540000.0,1727948000,1727948000
SHW,378215,USD,2018,FY,2018-12-31,2019-02-22,2021-02-19,278977371.0,284964210.0,17534500000.0,-10115900000.0,7418600000.0,-5541000000.0,-5033800000.0,,-318100000.0,1877600000,-381600000.0,-366700000.0,1496000000,-136300000.0,1359700000,-251000000.0,1108700000,,1108700000,1108700000
SHW,378215,USD,2019,FY,2019-12-31,2020-02-21,2022-02-17,275410584.0,280340526.0,17900800000.0,-9864700000.0,8036100000.0,-5626800000.0,-5274900000.0,,-312800000.0,2409300000,-305400000.0,-349300000.0,2103900000,-122100000.0,1981800000,-440500000.0,1541300000,,1541300000,1541300000
SHW,378215,USD,2020,FY,2020-12-31,2021-02-19,2022-02-17,271277583.0,275827869.0,18361700000.0,-9679100000.0,8682600000.0,-5819000000.0,-5477900000.0,,-313400000.0,2863600000,-342100000.0,-340400000.0,2521500000,-2300000.0,2519200000,-488800000.0,2030400000,,2030400000,2030400000
SJM,254348,USD,2017,FY,2017-04-30,2017-06-19,2019-06-17,115471395.0,115578424.0,7392300000.0,-4557000000.0,2835300000.0,-1582600000.0,-1379600000.0,,-207300000.0,1252700000,-164200000.0,-163100000.0,1088500000,-210100000.0,878400000,-286100000.0,592300000,,592300000,592300000
SJM,254348,USD,2018,FY,2018-04-30,2018-06-18,2021-06-17,113000000.0,113000000.0,7838000000.0,-4922300000.0,2915700000.0,-1717900000.0,-1508600000.0,,-240300000.0,1197800000,-227000000.0,-207900000.0,970800000,-269199999.0,701600001,-187200000.0,514400001,,514400001,514400001
SJM,254348,USD,2019,FY,2019-04-30,2019-06-17,2021-06-17,113100000.0,113100000.0,7801000000.0,-4799000000.0,3002000000.0,-1710000000.0,-1474300000.0,,-236300000.0,1292000000,-196400000.0,-189200000.0,1095600000,-68900000.0,1026700000,-247200000.0,779500000,,779500000,779500000
